Unnamed: 0,building_id,registration_id,borough,house_number,street_name,postcode,of_dwelling_units,infested_dwelling_unit_count,eradicated_unit_count,re_infested_dwelling_unit,filing_date,filing_period_start_date,filling_period_end_date,latitude,longitude,community_board,city_council_district,census_tract_2010,bin,bbl,nta,Year,Quarter,Month,Day,Season,Weekday,Is_Weekend,percent of units infested
0,344156,306009,BROOKLYN,161,NEWEL STREET,11222.0,6,0,0,0,2021-02-16,2019-11-01,2020-10-31,40.72768,-73.94903000000001,1,33,573,3065755.0,3026230011.0,Greenpoint,2021,1,2,16,Winter,1,Weekday,0.0
1,358122,357464,BROOKLYN,389,PUTNAM AVENUE,11216.0,3,0,0,0,2023-07-10,2021-11-01,2022-10-31,40.684545,-73.945667,3,36,267,3051701.0,3018240063.0,Bedford-Stuyvesant (West),2023,3,7,10,Summer,0,Weekday,0.0
2,705843,403865,QUEENS,861,WOODWARD AVENUE,11385.0,4,0,0,0,2021-05-05,2019-11-01,2020-10-31,40.702903000000006,-73.902286,5,30,585,4083378.0,4034830034.0,Ridgewood,2021,2,5,5,Spring,2,Weekday,0.0
3,877716,379778,BROOKLYN,912,MOTHER GASTON BOULEVARD,11212.0,3,0,0,0,2023-07-06,2021-11-01,2022-10-31,40.656147,-73.903403,16,42,922,3388522.0,3036390049.0,Brownsville,2023,3,7,6,Summer,3,Weekday,0.0
4,233155,302281,BROOKLYN,45,DIAMOND STREET,11222.0,6,0,0,0,2019-02-07,2017-11-01,2018-11-30,40.724204,-73.94606800000001,1,33,571,3066934.0,3026840018.0,Greenpoint,2019,1,2,7,Winter,3,Weekday,0.0
5,29583,611270,MANHATTAN,269,WEST 4 STREET,10014.0,2,0,0,0,2019-12-20,2018-11-01,2019-10-31,40.735735999999996,-74.003388,2,3,73,1010901.0,1006130002.0,West Village,2019,4,12,20,Winter,4,Weekday,0.0
6,994203,228170,BRONX,1228,INTERVALE AVENUE,10459.0,3,0,0,0,2023-06-23,2021-11-01,2022-10-31,40.828795,-73.89465799999999,3,17,125,2114247.0,2029740006.0,Crotona Park East,2023,2,6,23,Summer,4,Weekday,0.0
7,304728,318491,BROOKLYN,125,GREENPOINT AVENUE,11222.0,32,0,0,0,2021-04-12,2019-11-01,2020-10-31,40.730114,-73.955235,1,33,565,3064722.0,3025580055.0,Greenpoint,2021,2,4,12,Spring,0,Weekday,0.0
8,16162,110619,MANHATTAN,188,EAST 75 STREET,10021.0,23,0,0,0,2021-01-05,2019-11-01,2020-10-31,40.771891,-73.959662,8,4,128,1043092.0,1014090043.0,Upper East Side-Carnegie Hill,2021,1,1,5,Winter,1,Weekday,0.0
9,930536,226307,BRONX,3473,CORSA AVENUE,10469.0,10,0,0,0,2021-12-08,2020-11-01,2021-10-31,40.877653,-73.847802,12,12,386,2093622.0,2047210017.0,Eastchester-Edenwald-Baychester,2021,4,12,8,Winter,2,Weekday,0.0
10,393886,350505,BROOKLYN,1643,WEST 13 STREET,11223.0,3,0,0,0,2022-12-30,2021-11-01,2022-10-31,40.606248,-73.986034,11,44,428,3175289.0,3066190060.0,Gravesend (West),2022,4,12,30,Winter,4,Weekday,0.0
11,387006,339136,BROOKLYN,163,VERNON AVENUE,11206.0,22,0,0,0,2023-06-22,2021-11-01,2022-10-31,40.695079,-73.945291,3,36,25901,3048692.0,3017560070.0,Bedford-Stuyvesant (West),2023,2,6,22,Summer,3,Weekday,0.0
12,35642,109267,MANHATTAN,159,WEST 78 STREET,10024.0,4,0,0,0,2023-06-15,2021-11-01,2022-10-31,40.781954999999996,-73.977587,7,6,165,1030239.0,1011500008.0,Upper West Side (Central),2023,2,6,15,Summer,3,Weekday,0.0
13,878678,427260,QUEENS,209,BEACH 28 STREET,11691.0,3,0,0,0,2020-12-10,2019-11-01,2020-10-31,40.595290000000006,-73.76116999999999,14,31,99802,4533125.0,4158040022.0,Far Rockaway-Bayswater,2020,4,12,10,Winter,3,Weekday,0.0
14,711942,500488,STATEN ISLAND,45,AVON PLACE,10301.0,18,0,0,0,2023-06-22,2021-11-01,2022-10-31,40.634907,-74.082788,1,49,17,5014724.0,5005740058.0,Tompkinsville-Stapleton-Clifton-Fox Hills,2023,2,6,22,Summer,3,Weekday,0.0
15,92621,202513,BRONX,2365,LORILLARD PLACE,10458.0,13,0,0,0,2021-12-08,2020-11-01,2021-10-31,40.855601,-73.88995600000001,6,15,387,2011693.0,2030550027.0,Belmont,2021,4,12,8,Winter,2,Weekday,0.0
16,10822,114728,MANHATTAN,333,EAST 5 STREET,10003.0,24,0,0,0,2019-01-29,2017-11-01,2018-11-30,40.726406,-73.98808000000001,3,2,38,1006249.0,1004470042.0,East Village,2019,1,1,29,Winter,1,Weekday,0.0
17,1003792,228477,BRONX,602,OAK TERRACE,10454.0,8,0,0,0,2023-07-11,2021-11-01,2022-10-31,40.808842999999996,-73.914261,1,8,33,2129134.0,2025550018.0,Mott Haven-Port Morris,2023,3,7,11,Summer,1,Weekday,0.0
18,158603,307306,BROOKLYN,1574,56 STREET,11219.0,38,0,0,0,2021-02-23,2019-11-01,2020-10-31,40.627537,-73.990306,12,44,240,3130783.0,3054910037.0,Borough Park,2021,1,2,23,Winter,1,Weekday,0.0
19,17206,139411,MANHATTAN,123,EAST 83 STREET,10028.0,20,0,0,0,2019-01-16,2017-11-01,2018-11-30,40.777786,-73.95756,8,4,140,1047646.0,1015120012.0,Upper East Side-Carnegie Hill,2019,1,1,16,Winter,2,Weekday,0.0
20,661202,407317,QUEENS,1714,GROVE STREET,11385.0,3,0,0,0,2021-08-03,2019-11-01,2020-10-31,40.703275,-73.910772,5,34,547,4082197.0,4034410002.0,Ridgewood,2021,3,8,3,Summer,1,Weekday,0.0
21,30032,114215,MANHATTAN,239,WEST 12 STREET,10014.0,7,0,0,0,2019-01-29,2017-11-01,2018-11-30,40.737649,-74.002317,2,3,77,1011050.0,1006150083.0,West Village,2019,1,1,29,Winter,1,Weekday,0.0
22,90956,208297,BRONX,1315,LAFAYETTE AVENUE,10474.0,38,0,0,0,2019-12-30,2018-11-01,2019-10-31,40.816916,-73.886302,2,17,11502,2006470.0,2027620123.0,Hunts Point,2019,4,12,30,Winter,0,Weekday,0.0
23,993227,388943,BROOKLYN,340,NEPTUNE AVENUE,11235.0,20,0,0,0,2022-02-03,2020-11-01,2021-10-31,40.580805,-73.96535,13,48,364,3244336.0,3086630246.0,Brighton Beach,2022,1,2,3,Winter,3,Weekday,0.0
24,381015,329673,BROOKLYN,141,THAMES STREET,11237.0,8,0,0,0,2023-07-11,2021-11-01,2022-10-31,40.70568,-73.927104,1,34,453,3070712.0,3030100027.0,East Williamsburg,2023,3,7,11,Summer,1,Weekday,0.0
25,378922,302996,BROOKLYN,304,STUYVESANT AVENUE,11233.0,16,0,0,0,2023-07-11,2021-11-01,2022-10-31,40.684389,-73.93235200000001,3,36,295,3046080.0,3016600039.0,Bedford-Stuyvesant (East),2023,3,7,11,Summer,1,Weekday,0.0
26,947169,384406,BROOKLYN,42,MESEROLE STREET,11206.0,14,0,0,0,2021-12-20,2020-11-01,2021-10-31,40.707533000000005,-73.948894,1,34,511,3425485.0,3030490125.0,East Williamsburg,2021,4,12,20,Winter,0,Weekday,0.0
27,30006,132996,MANHATTAN,120,WEST 12 STREET,10011.0,1,0,0,0,2021-02-23,2019-11-01,2020-10-31,40.736378,-73.998643,2,3,71,1010575.0,1006070032.0,West Village,2021,1,2,23,Winter,1,Weekday,0.0
28,661298,405791,QUEENS,2030,GROVE STREET,11385.0,4,0,0,0,2019-12-30,2018-11-01,2019-10-31,40.707665999999996,-73.906286,5,30,589,4080684.0,4033850034.0,Ridgewood,2019,4,12,30,Winter,0,Weekday,0.0
29,772658,501172,STATEN ISLAND,48,RACAL COURT,10314.0,3,0,0,0,2023-06-30,2021-11-01,2022-10-31,40.586372,-74.163912,2,51,27702,5117021.0,5024017501.0,New Springville-Willowbrook-Bulls Head-Travis,2023,2,6,30,Summer,4,Weekday,0.0
30,44880,213002,BRONX,261,ALEXANDER AVENUE,10454.0,10,0,0,0,2018-12-23,2017-11-01,2018-11-30,40.81041,-73.924894,1,8,39,2000699.0,2023140029.0,Mott Haven-Port Morris,2018,4,12,23,Winter,6,Weekend,0.0
31,315217,334952,BROOKLYN,149,HUNTINGTON STREET,11231.0,3,0,0,0,2023-07-10,2021-11-01,2022-10-31,40.676153,-74.000087,6,39,65,3005653.0,3003790049.0,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,2023,3,7,10,Summer,0,Weekday,0.0
32,948232,710573,BRONX,3311,ROMBOUTS AVENUE,10475.0,2,0,0,0,2023-06-20,2021-11-01,2022-10-31,40.880689000000004,-73.827978,10,12,46203,2119020.0,2051410361.0,Co-op City,2023,2,6,20,Summer,1,Weekday,0.0
33,164031,309460,BROOKLYN,2347,63 STREET,11204.0,4,0,0,0,2023-06-22,2021-11-01,2022-10-31,40.613029,-73.97693100000001,11,44,436,3172416.0,3065570055.0,Bensonhurst,2023,2,6,22,Summer,3,Weekday,0.0
34,81954,214414,BRONX,424,GRAND CONCOURSE,10451.0,28,0,0,0,2019-01-10,2017-11-01,2018-11-30,40.816925,-73.928033,1,17,51,2001012.0,2023430010.0,Mott Haven-Port Morris,2019,1,1,10,Winter,3,Weekday,0.0
35,92441,204857,BRONX,1504,LONGFELLOW AVENUE,10460.0,19,0,0,0,2021-12-22,2020-11-01,2021-10-31,40.832405,-73.886499,3,17,157,2010920.0,2030080019.0,Crotona Park East,2021,4,12,22,Winter,2,Weekday,0.0
36,900123,383460,BROOKLYN,275,MANHATTAN AVENUE,11211.0,14,0,0,0,2022-03-22,2020-11-01,2021-10-31,40.7132,-73.94588900000001,1,34,503,3397072.0,3027697501.0,East Williamsburg,2022,1,3,22,Spring,1,Weekday,0.0
37,9016,119756,MANHATTAN,65,CARMINE STREET,10014.0,14,0,0,0,2021-12-13,2020-11-01,2021-10-31,40.72972,-74.004391,2,3,67,1009770.0,1005820042.0,West Village,2021,4,12,13,Winter,0,Weekday,0.0
38,350376,341881,BROOKLYN,934,PACIFIC STREET,11238.0,3,0,0,0,2019-06-17,2017-11-01,2018-11-30,40.679904,-73.962677,8,35,203,3027706.0,3011320027.0,Prospect Heights,2019,2,6,17,Summer,0,Weekday,0.0
39,230646,373447,BROOKLYN,1090,DEAN STREET,11216.0,4,0,0,0,2023-07-03,2021-11-01,2022-10-31,40.677265999999996,-73.95394,8,35,221,3030266.0,3012110029.0,Crown Heights (North),2023,3,7,3,Summer,0,Weekday,0.0
40,309224,304070,BROOKLYN,198,HAWTHORNE STREET,11225.0,3,0,0,0,2023-06-20,2021-11-01,2022-10-31,40.657596999999996,-73.954094,9,40,802,3115704.0,3050460043.0,Prospect Lefferts Gardens-Wingate,2023,2,6,20,Summer,1,Weekday,0.0
41,16365,133549,MANHATTAN,167,EAST 77 STREET,10075.0,20,0,0,0,2019-12-26,2018-11-01,2019-10-31,40.773309999999995,-73.959047,8,4,140,1043198.0,1014120028.0,Upper East Side-Carnegie Hill,2019,4,12,26,Winter,3,Weekday,0.0
42,1416,141110,MANHATTAN,43,2 AVENUE,10003.0,5,0,0,0,2022-03-03,2020-11-01,2021-10-31,40.725266999999995,-73.990104,3,2,3602,1006551.0,1004580029.0,East Village,2022,1,3,3,Spring,3,Weekday,0.0
43,992243,388973,BROOKLYN,3514,SURF AVENUE,11224.0,425,0,0,0,2021-07-16,2019-11-01,2020-10-31,40.572967999999996,-74.00059,13,47,340,3426734.0,3070657501.0,Coney Island-Sea Gate,2021,3,7,16,Summer,4,Weekday,0.0
44,95694,209732,BRONX,1304,MERRIAM AVENUE,10452.0,112,0,0,0,2021-02-15,2019-11-01,2020-10-31,40.840531,-73.926233,4,16,201,2003530.0,2025310001.0,Highbridge,2021,1,2,15,Winter,0,Weekday,0.0
45,65192,201961,BRONX,624,EAST 169 STREET,10456.0,22,0,0,0,2019-01-16,2017-11-01,2018-11-30,40.831317,-73.90100600000001,3,17,149,2004304.0,2026150029.0,Morrisania,2019,1,1,16,Winter,2,Weekday,0.0
46,152866,303752,BROOKLYN,1442,48 STREET,11219.0,48,0,0,0,2021-07-13,2019-11-01,2020-10-31,40.633652000000005,-73.988348,12,44,234,3137503.0,3056360022.0,Borough Park,2021,3,7,13,Summer,1,Weekday,0.0
47,139985,308540,BROOKLYN,5200,15 AVENUE,11219.0,47,0,0,0,2022-01-26,2020-11-01,2021-10-31,40.630608,-73.989559,12,44,238,3138771.0,3056640035.0,Borough Park,2022,1,1,26,Winter,2,Weekday,0.0
48,320727,349536,BROOKLYN,212,KINGSLAND AVENUE,11222.0,8,0,0,0,2021-12-23,2020-11-01,2021-10-31,40.724182,-73.941396,1,33,591,3067230.0,3026890062.0,Greenpoint,2021,4,12,23,Winter,3,Weekday,0.0
49,315532,363318,BROOKLYN,168,INDIA STREET,11222.0,16,0,0,0,2021-12-01,2020-11-01,2021-10-31,40.732449,-73.95322,1,33,575,3064480.0,3025410020.0,Greenpoint,2021,4,12,1,Winter,2,Weekday,0.0
50,358827,351393,BROOKLYN,3021,QUENTIN ROAD,11234.0,3,0,0,0,2023-07-12,2021-11-01,2022-10-31,40.611945,-73.940983,18,46,644,3212090.0,3077030005.0,Marine Park-Mill Basin-Bergen Beach,2023,3,7,12,Summer,2,Weekday,0.0
51,352062,370698,BROOKLYN,804,PARK PLACE,11216.0,8,0,0,0,2023-07-03,2021-11-01,2022-10-31,40.673469,-73.951213,8,36,31701,3031501.0,3012400027.0,Crown Heights (North),2023,3,7,3,Summer,0,Weekday,0.0
52,854599,426643,QUEENS,214,BEACH 29 STREET,11691.0,3,0,0,0,2021-12-01,2020-11-01,2021-10-31,40.595188,-73.761973,14,31,99802,4518619.0,4158040035.0,Far Rockaway-Bayswater,2021,4,12,1,Winter,2,Weekday,0.0
53,138439,354047,BROOKLYN,6703,13 AVENUE,11219.0,4,0,0,0,2020-12-29,2019-11-01,2020-10-31,40.624702,-74.002842,10,43,196,3142894.0,3057680012.0,Dyker Heights,2020,4,12,29,Winter,1,Weekday,0.0
54,894054,385836,BROOKLYN,233,BAY 34 STREET,11214.0,21,0,0,0,2023-07-06,2021-11-01,2022-10-31,40.595571,-73.99561800000001,11,47,304,3395397.0,3068897501.0,Gravesend (West),2023,3,7,6,Summer,3,Weekday,0.0
55,68799,222507,BRONX,1034,EAST 219 STREET,10469.0,3,0,0,0,2022-03-25,2020-11-01,2021-10-31,40.880621999999995,-73.853567,12,12,388,2090766.0,2047010048.0,Williamsbridge-Olinville,2022,1,3,25,Spring,4,Weekday,0.0
56,997876,228289,BRONX,237,WEST 167 STREET,10452.0,35,0,0,0,2021-04-29,2019-11-01,2020-10-31,40.839403999999995,-73.928446,4,16,201,2128886.0,2025300007.0,Highbridge,2021,2,4,29,Spring,3,Weekday,0.0
57,11000,142101,MANHATTAN,539,EAST 6 STREET,10009.0,21,0,0,0,2019-12-06,2018-11-01,2019-10-31,40.725066,-73.982975,3,2,32,1081918.0,1004020045.0,East Village,2019,4,12,6,Winter,4,Weekday,0.0
58,85603,205324,BRONX,2403,HOFFMAN STREET,10458.0,32,0,0,0,2019-12-05,2018-11-01,2019-10-31,40.856198,-73.88831,6,15,387,2011721.0,2030560024.0,Belmont,2019,4,12,5,Winter,3,Weekday,0.0
59,16642,105636,MANHATTAN,9,EAST 78 STREET,10075.0,10,0,0,0,2021-04-22,2019-11-01,2020-10-31,40.776092,-73.963685,8,4,142,1041860.0,1013930010.0,Upper East Side-Carnegie Hill,2021,2,4,22,Spring,3,Weekday,0.0
60,839985,814889,BROOKLYN,1704,EAST NEW YORK AVENUE,11212.0,6,0,0,0,2019-01-22,2017-11-01,2018-11-30,40.674603999999995,-73.905496,16,37,908,3338551.0,3036770021.0,Brownsville,2019,1,1,22,Winter,1,Weekday,0.0
61,244827,328180,BROOKLYN,815,EAST 14 STREET,11230.0,71,0,0,0,2020-12-29,2019-11-01,2020-10-31,40.629483,-73.963138,14,45,530,3179301.0,3066980001.0,Midwood,2020,4,12,29,Winter,1,Weekday,0.0
62,110117,219580,BRONX,2295,SOUTHERN BOULEVARD,10460.0,3,0,0,0,2023-07-06,2021-11-01,2022-10-31,40.850455,-73.882503,6,15,393,2013029.0,2031130038.0,Belmont,2023,3,7,6,Summer,3,Weekday,0.0
63,110117,219580,BRONX,2295,SOUTHERN BOULEVARD,10460.0,3,0,0,0,2023-07-06,2021-11-01,2022-10-31,40.850455,-73.882503,6,15,393,2013029.0,2031130038.0,Belmont,2023,3,7,6,Summer,3,Weekday,0.0
64,29568,107234,MANHATTAN,238,WEST 4 STREET,10014.0,16,0,0,0,2021-12-28,2020-11-01,2021-10-31,40.734476,-74.003045,2,3,73,1078179.0,1006200068.0,West Village,2021,4,12,28,Winter,1,Weekday,0.0
65,10532,124422,MANHATTAN,84,EAST 2 STREET,10003.0,8,0,0,0,2021-11-29,2019-11-01,2020-10-31,40.724065,-73.988314,3,2,3602,1006137.0,1004440043.0,East Village,2021,4,11,29,Fall,0,Weekday,0.0
66,22881,127528,MANHATTAN,76,HORATIO STREET,10014.0,8,0,0,0,2019-01-21,2017-11-01,2018-11-30,40.738747,-74.007058,2,3,79,1077830.0,1006420050.0,West Village,2019,1,1,21,Winter,0,Weekday,0.0
67,928702,383069,BROOKLYN,1503,51 STREET,11219.0,10,0,0,0,2021-12-08,2020-11-01,2021-10-31,40.631036,-73.988511,12,44,236,3397632.0,3054587502.0,Borough Park,2021,4,12,8,Winter,2,Weekday,0.0
68,344320,361540,BROOKLYN,2323,NEWKIRK AVENUE,11226.0,16,0,0,0,2023-07-10,2021-11-01,2022-10-31,40.639410999999996,-73.955249,14,40,51601,3120306.0,3052090022.0,Flatbush,2023,3,7,10,Summer,0,Weekday,0.0
69,63315,225008,BRONX,458,EAST 143 STREET,10454.0,24,0,0,0,2019-12-04,2018-11-01,2019-10-31,40.811322,-73.918195,1,8,41,2000432.0,2022870133.0,Mott Haven-Port Morris,2019,4,12,4,Winter,2,Weekday,0.0
70,320755,349557,BROOKLYN,243,KINGSLAND AVENUE,11222.0,6,0,0,0,2021-06-10,2019-11-01,2020-10-31,40.724816,-73.941521,1,33,591,3067127.0,3026880023.0,Greenpoint,2021,2,6,10,Summer,3,Weekday,0.0
71,327238,305226,BROOKLYN,274,LINDEN BOULEVARD,11226.0,16,0,0,0,2023-06-25,2021-11-01,2022-10-31,40.652687,-73.948767,17,40,818,3108504.0,3048680024.0,East Flatbush-Erasmus,2023,2,6,25,Summer,6,Weekend,0.0
72,648510,401319,QUEENS,1108,CYPRESS AVENUE,11385.0,4,0,0,0,2021-06-08,2019-11-01,2020-10-31,40.696033,-73.899664,5,34,559,4085814.0,4035560051.0,Ridgewood,2021,2,6,8,Summer,1,Weekday,0.0
73,891087,381066,BROOKLYN,272,QUINCY STREET,11216.0,3,0,0,0,2023-06-21,2021-11-01,2022-10-31,40.687017,-73.950078,3,36,251,3414293.0,3018080013.0,Bedford-Stuyvesant (West),2023,2,6,21,Summer,2,Weekday,0.0
74,193219,331177,BROOKLYN,1901,AVENUE P,11229.0,64,0,0,0,2021-03-15,2019-11-01,2020-10-31,40.610848,-73.954619,14,48,546,3182051.0,3067660057.0,Midwood,2021,1,3,15,Spring,0,Weekday,0.0
75,60827,210513,BRONX,2707,DECATUR AVENUE,10458.0,3,0,0,0,2023-06-19,2021-11-01,2022-10-31,40.864984,-73.888657,7,15,40502,2016507.0,2032830050.0,Bedford Park,2023,2,6,19,Summer,0,Weekday,0.0
76,634572,412418,QUEENS,188,BEACH 122 STREET,11694.0,3,0,0,0,2023-06-28,2021-11-01,2022-10-31,40.577624,-73.84192,14,32,93402,4304956.0,4162310083.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2023,2,6,28,Summer,2,Weekday,0.0
77,12683,139112,MANHATTAN,310,EAST 24 STREET,10010.0,71,0,0,0,2022-02-14,2020-11-01,2021-10-31,40.738361,-73.979991,6,2,64,1020598.0,1009290050.0,Gramercy,2022,1,2,14,Winter,0,Weekday,0.0
78,804964,133280,MANHATTAN,5,KING STREET,10012.0,12,0,0,0,2019-12-04,2018-11-01,2019-10-31,40.727636,-74.00279599999999,2,1,37,1077787.0,1005200085.0,SoHo-Little Italy-Hudson Square,2019,4,12,4,Winter,2,Weekday,0.0
79,249551,347862,BROOKLYN,440,EAST 21 STREET,11226.0,3,0,0,0,2023-07-02,2021-11-01,2022-10-31,40.643312,-73.958676,14,40,51602,3118815.0,3051630014.0,Flatbush,2023,3,7,2,Summer,6,Weekend,0.0
80,138448,354029,BROOKLYN,6716,13 AVENUE,11219.0,6,0,0,0,2021-11-24,2019-11-01,2020-10-31,40.624641,-74.002932,10,43,196,3142866.0,3057670049.0,Dyker Heights,2021,4,11,24,Fall,2,Weekday,0.0
81,28115,112934,MANHATTAN,426,ST NICHOLAS AVENUE,10027.0,20,0,0,0,2023-06-27,2021-11-01,2022-10-31,40.814719000000004,-73.949191,10,9,215,1059442.0,1019580057.0,Harlem (North),2023,2,6,27,Summer,1,Weekday,0.0
82,70548,217086,BRONX,918,EAST 225 STREET,10466.0,6,0,6,0,2022-05-09,2020-11-01,2021-10-31,40.88572,-73.853943,12,12,404,2064399.0,2048600061.0,Williamsbridge-Olinville,2022,2,5,9,Spring,0,Weekday,0.0
83,10274,190012,MANHATTAN,38,DOWNING STREET,10014.0,18,0,0,0,2019-11-26,2017-11-01,2018-11-30,40.729215,-74.00403,2,3,67,1008393.0,1005280036.0,West Village,2019,4,11,26,Fall,1,Weekday,0.0
84,96335,221797,BRONX,2914,MIDDLETOWN ROAD,10461.0,3,0,0,0,2023-09-25,2021-11-01,2022-10-31,40.843573,-73.83241899999999,10,13,264,2074663.0,2053940009.0,Throgs Neck-Schuylerville,2023,3,9,25,Fall,0,Weekday,0.0
85,14743,127809,MANHATTAN,129,EAST 61 STREET,10065.0,5,0,0,0,2020-06-25,2018-11-01,2019-10-31,40.763698,-73.967774,8,4,11402,1041969.0,1013960012.0,Upper East Side-Carnegie Hill,2020,2,6,25,Summer,3,Weekday,0.0
86,13451,127424,MANHATTAN,143,EAST 37 STREET,10016.0,6,0,0,0,2019-01-18,2017-11-01,2018-11-30,40.748104999999995,-73.977848,6,4,80,1019092.0,1008930030.0,Murray Hill-Kips Bay,2019,1,1,18,Winter,4,Weekday,0.0
87,309406,373713,BROOKLYN,75,HAWTHORNE STREET,11225.0,72,3,3,1,2021-01-14,2019-11-01,2020-10-31,40.657376,-73.957954,9,40,79601,3115529.0,3050420073.0,Prospect Lefferts Gardens-Wingate,2021,1,1,14,Winter,3,Weekday,4.166666666666666
88,364428,322169,BROOKLYN,141,RUSSELL STREET,11222.0,4,0,0,0,2019-01-29,2017-11-01,2018-11-30,40.725139,-73.944429,1,33,591,3067047.0,3026860011.0,Greenpoint,2019,1,1,29,Winter,1,Weekday,0.0
89,63517,227978,BRONX,510,EAST 146 STREET,10455.0,100,2,2,0,2019-12-22,2018-11-01,2019-10-31,40.812813,-73.915654,1,8,43,2090711.0,2022720005.0,Mott Haven-Port Morris,2019,4,12,22,Winter,6,Weekend,2.0
90,227274,372515,BROOKLYN,2035,COYLE STREET,11229.0,3,0,0,0,2022-03-13,2020-11-01,2021-10-31,40.602221,-73.937379,15,46,568,3199302.0,3073400066.0,Madison,2022,1,3,13,Spring,6,Weekend,0.0
91,806178,201566,BRONX,2838,BRONX PARK EAST,10467.0,39,1,1,0,2019-12-11,2018-11-01,2019-10-31,40.867188,-73.87046,11,15,33601,2093460.0,2045060040.0,Allerton,2019,4,12,11,Winter,2,Weekday,2.564102564102564
92,980820,387612,BROOKLYN,185,THOMAS BOYLAND STREET,11233.0,3,0,0,0,2021-05-04,2019-11-01,2020-10-31,40.678197999999995,-73.913556,16,41,301,3414165.0,3015510102.0,Ocean Hill,2021,2,5,4,Spring,1,Weekday,0.0
93,171371,301263,BROOKLYN,140,BAY RIDGE PARKWAY,11209.0,43,0,0,0,2021-06-11,2019-11-01,2020-10-31,40.632451,-74.031989,10,47,44,3148655.0,3059380023.0,Bay Ridge,2021,2,6,11,Summer,4,Weekday,0.0
94,88347,711010,BRONX,895,IRVINE STREET,10474.0,3,0,0,0,2019-07-19,2017-11-01,2018-11-30,40.819499,-73.888751,2,17,11502,2006359.0,2027610074.0,Hunts Point,2019,3,7,19,Summer,4,Weekday,0.0
95,81703,201362,BRONX,1505,GRAND CONCOURSE,10452.0,88,1,1,0,2023-01-25,2021-11-01,2022-10-31,40.841215999999996,-73.912614,4,14,209,2008010.0,2028350026.0,Mount Eden-Claremont (West),2023,1,1,25,Winter,2,Weekday,1.1363636363636365
96,389891,368367,BROOKLYN,1714,WEST 1 STREET,11223.0,4,0,0,0,2023-07-12,2021-11-01,2022-10-31,40.606018,-73.974513,11,44,412,3177031.0,3066550011.0,Gravesend (West),2023,3,7,12,Summer,2,Weekday,0.0
97,3692,138825,MANHATTAN,209,7 AVENUE,10011.0,5,0,0,0,2023-06-26,2021-11-01,2022-10-31,40.743526,-73.996045,4,3,91,1014788.0,1007980001.0,Chelsea-Hudson Yards,2023,2,6,26,Summer,0,Weekday,0.0
98,16083,136380,MANHATTAN,340,EAST 74 STREET,10021.0,120,0,0,0,2023-07-10,2021-11-01,2022-10-31,40.769678000000006,-73.956378,8,5,12601,1044913.0,1014487501.0,Upper East Side-Lenox Hill-Roosevelt Island,2023,3,7,10,Summer,0,Weekday,0.0
99,326544,330661,BROOKLYN,323,LINCOLN PLACE,11238.0,10,0,0,0,2019-01-29,2017-11-01,2018-11-30,40.673364,-73.965561,8,35,215,3029533.0,3011760070.0,Prospect Heights,2019,1,1,29,Winter,1,Weekday,0.0
100,345996,313003,BROOKLYN,1174,NOSTRAND AVENUE,11225.0,6,0,0,0,2021-02-12,2019-11-01,2020-10-31,40.658842,-73.95044200000001,9,40,802,3115473.0,3050390046.0,Prospect Lefferts Gardens-Wingate,2021,1,2,12,Winter,4,Weekday,0.0
101,30183,130379,MANHATTAN,224,WEST 13 STREET,10011.0,11,0,0,0,2018-12-20,2017-11-01,2018-11-30,40.73813,-74.00083000000001,2,3,77,1078165.0,1006170044.0,West Village,2018,4,12,20,Winter,3,Weekday,0.0
102,397227,371590,BROOKLYN,253,WINDSOR PLACE,11215.0,3,0,0,0,2023-09-27,2021-11-01,2022-10-31,40.657736,-73.97659499999999,7,39,171,3027042.0,3011110044.0,Windsor Terrace-South Slope,2023,3,9,27,Fall,2,Weekday,0.0
103,7223,141295,MANHATTAN,33,BOND STREET,10012.0,3,0,0,0,2022-03-18,2020-11-01,2021-10-31,40.726242,-73.993329,2,1,5502,1008430.0,1005290026.0,Greenwich Village,2022,1,3,18,Spring,4,Weekday,0.0
104,660541,421217,QUEENS,1937,GREENE AVENUE,11385.0,3,0,0,0,2020-12-08,2019-11-01,2020-10-31,40.707918,-73.909622,5,30,591,4080800.0,4033880041.0,Ridgewood,2020,4,12,8,Winter,1,Weekday,0.0
105,900718,428727,QUEENS,155,BEACH 26 STREET,11691.0,3,0,0,0,2020-04-16,2018-11-01,2019-10-31,40.593872,-73.75911500000001,14,31,99802,4532530.0,4158180159.0,Far Rockaway-Bayswater,2020,2,4,16,Spring,3,Weekday,0.0
106,393881,350097,BROOKLYN,1633,WEST 13 STREET,11223.0,3,0,0,0,2021-04-24,2019-11-01,2020-10-31,40.606396000000004,-73.986059,11,44,428,3175292.0,3066190064.0,Gravesend (West),2021,2,4,24,Spring,5,Weekend,0.0
107,805497,100203,MANHATTAN,135,WEST 13 STREET,10011.0,5,0,0,0,2019-12-10,2018-11-01,2019-10-31,40.737147,-73.998452,2,3,71,1080196.0,1006090063.0,West Village,2019,4,12,10,Winter,1,Weekday,0.0
